5909,02-27-2006 17:28,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.8462,  0.9577,  2.6466,  0.0902, 19.2533,  0.0578,  0.0409,  0.0047,  5.6848,  0.0421,  0.7848,  0.0109,  4.4565,  0.0209,< LOD,  0.0027,< LOD,  0.0006,  0.0016,  0.0011,  0.0056,  0.0013,  0.4484,  0.0090,< LOD,  0.0007,  0.0007,  0.0006,  0.0013,  0.0006,  0.0021,  0.0005,< LOD,  0.0004,< LOD,  0.0003,  0.0105,  0.0009,  0.0355,  0.0010,  0.0050,  0.0006,< LOD,  0.0022,< LOD,  0.0024,< LOD,  0.0016,< LOD,  0.0056,  0.1091,  0.0270,< LOD,  0.0008,< LOD,  0.0007,< LOD,  0.0016,Passed
5910,02-27-2006 17:30,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.6626,  0.7894,  4.2156,  0.1230, 24.1881,  0.0849,  0.0421,  0.0054,  6.0309,  0.0400,  1.2455,  0.0143,  5.2708,  0.0226,  0.0584,  0.0041,< LOD,  0.0006,  0.0044,  0.0012,  0.0319,  0.0019,  1.8127,  0.0185,< LOD,  0.0009,  0.0013,  0.0008,  0.0019,  0.0007,  0.0045,  0.0007,  0.0006,  0.0003,  0.0003,  0.0003,  0.0133,  0.0009,  0.0536,  0.0009,  0.0118,  0.0005,< LOD,  0.0016,< LOD,  0.0019,< LOD,  0.0012,< LOD,  0.0067,  0.1710,  0.0305,< LOD,  0.0010,< LOD,  0.0005,  0.0013,  0.0012,Passed
5911,02-27-2006 17:31,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.1515,  0.8532,  4.2285,  0.1167, 22.8186,  0.0782,  0.0452,  0.0054,  7.9755,  0.0468,  1.0635,  0.0131,  6.2388,  0.0250,  0.0417,  0.0039,  0.0012,  0.0006,< LOD,  0.0012,  0.0232,  0.0018,  1.4538,  0.0171,< LOD,  0.0009,  0.0008,  0.0007,  0.0020,  0.0007,  0.0026,  0.0006,  0.0004,  0.0003,< LOD,  0.0003,  0.0104,  0.0009,  0.0391,  0.0008,  0.0076,  0.0005,< LOD,  0.0017,< LOD,  0.0020,< LOD,  0.0013,< LOD,  0.0065,  0.1498,  0.0311,< LOD,  0.0009,< LOD,  0.0006,< LOD,  0.0013,Passed
5912,02-27-2006 17:32,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.7854,  1.0369,  3.7036,  0.1222, 20.4334,  0.0765,  0.0508,  0.0058, 12.0829,  0.0608,  1.1628,  0.0141,  7.5514,  0.0287,  0.0987,  0.0049,  0.0021,  0.0007,< LOD,  0.0015,  0.0383,  0.0022,  2.3586,  0.0229,< LOD,  0.0011,  0.0017,  0.0008,  0.0044,  0.0010,  0.0035,  0.0007,  0.0008,  0.0003,< LOD,  0.0003,  0.0101,  0.0009,  0.0390,  0.0009,  0.0067,  0.0004,< LOD,  0.0017,< LOD,  0.0021,  0.0014,  0.0014,< LOD,  0.0068,  0.1846,  0.0348,< LOD,  0.0009,< LOD,  0.0006,< LOD,  0.0014,Passed
5913,02-27-2006 17:34,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.4425,  0.7513,  4.9161,  0.1250, 23.6334,  0.0801,  0.0372,  0.0053,  4.4276,  0.0349,  1.4710,  0.0151,  5.5353,  0.0231,  0.1674,  0.0049,  0.0034,  0.0006,< LOD,  0.0012,  0.0283,  0.0018,  2.1808,  0.0202,< LOD,  0.0010,  0.0014,  0.0008,  0.0016,  0.0007,  0.0039,  0.0006,  0.0011,  0.0003,< LOD,  0.0003,  0.0124,  0.0009,  0.0444,  0.0008,  0.0122,  0.0005,< LOD,  0.0017,< LOD,  0.0020,< LOD,  0.0013,< LOD,  0.0068,  0.1414,  0.0298,< LOD,  0.0009,< LOD,  0.0005,< LOD,  0.0013,Passed
5914,02-27-2006 17:35,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.6224,  1.0433,  4.7556,  0.0836, 20.3778,  0.0510,  0.0663,  0.0060, 14.6688,  0.0659,  0.5874,  0.0100,  8.8029,  0.0308,< LOD,  0.0035,< LOD,  0.0006,< LOD,  0.0014,  0.0098,  0.0019,  1.1727,  0.0165,< LOD,  0.0009,  0.0009,  0.0007,  0.0030,  0.0008,  0.0022,  0.0005,< LOD,  0.0004,< LOD,  0.0003,  0.0067,  0.0008,  0.0384,  0.0010,  0.0060,  0.0004,< LOD,  0.0018,< LOD,  0.0023,< LOD,  0.0016,  0.0063,  0.0057,  0.1239,  0.0303,< LOD,  0.0008,< LOD,  0.0007,< LOD,  0.0016,Passed
5915,02-27-2006 17:36,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.9848,  1.2402,  4.8244,  0.0906, 17.8335,  0.0451,  0.0802,  0.0066, 21.1429,  0.0832,  0.5211,  0.0098, 11.8341,  0.0378,< LOD,  0.0042,< LOD,  0.0007,< LOD,  0.0016,  0.0258,  0.0023,  2.0713,  0.0239,< LOD,  0.0010,  0.0008,  0.0008,  0.0031,  0.0010,  0.0035,  0.0006,< LOD,  0.0003,< LOD,  0.0003,  0.0118,  0.0009,  0.0585,  0.0011,  0.0047,  0.0003,< LOD,  0.0014,< LOD,  0.0021,  0.0015,  0.0014,< LOD,  0.0065,  0.2041,  0.0374,< LOD,  0.0007,< LOD,  0.0006,  0.0023,  0.0014,Passed
5916,02-27-2006 17:38,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.8927,  0.7248,  3.5976,  0.1171, 23.2776,  0.0789,  0.0348,  0.0044,  0.4518,  0.0132,  1.4118,  0.0144,  3.1104,  0.0168,  0.0787,  0.0035,  0.0050,  0.0006,  0.0011,  0.0009,  0.0111,  0.0013,  1.5118,  0.0154,< LOD,  0.0012,  0.0007,  0.0006,  0.0019,  0.0006,  0.0024,  0.0005,< LOD,  0.0004,< LOD,  0.0003,  0.0136,  0.0008,  0.0387,  0.0009,  0.0101,  0.0006,< LOD,  0.0021,< LOD,  0.0023,  0.0019,  0.0015,< LOD,  0.0058,  0.0728,  0.0244,< LOD,  0.0009,< LOD,  0.0006,  0.0018,  0.0015,Passed
5917,02-27-2006 17:39,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.6068,  0.6198,  3.7873,  0.1195, 25.2382,  0.0844,  0.0190,  0.0038,  0.4873,  0.0128,  1.2740,  0.0139,  2.2208,  0.0140,< LOD,  0.0028,< LOD,  0.0005,< LOD,  0.0009,  0.0056,  0.0013,  0.8897,  0.0116,< LOD,  0.0008,  0.0009,  0.0006,  0.0013,  0.0005,  0.0021,  0.0005,< LOD,  0.0003,< LOD,  0.0003,  0.0111,  0.0008,  0.0335,  0.0008,  0.0071,  0.0005,< LOD,  0.0020,< LOD,  0.0020,< LOD,  0.0014,< LOD,  0.0061,  0.1103,  0.0255,< LOD,  0.0010,< LOD,  0.0006,< LOD,  0.0013,Passed
5918,02-27-2006 17:40,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.3935,  1.1214,  2.1851,  0.0964, 19.3472,  0.0689,  0.0509,  0.0054, 11.5973,  0.0599,  0.7465,  0.0112,  6.8184,  0.0268,< LOD,  0.0033,< LOD,  0.0006,  0.0042,  0.0013,  0.0199,  0.0018,  0.9428,  0.0143,< LOD,  0.0007,< LOD,  0.0007,  0.0012,  0.0007,  0.0018,  0.0006,  0.0005,  0.0003,< LOD,  0.0003,  0.0094,  0.0009,  0.0359,  0.0008,  0.0051,  0.0004,< LOD,  0.0018,< LOD,  0.0021,< LOD,  0.0014,< LOD,  0.0068,  0.1397,  0.0346,< LOD,  0.0008,< LOD,  0.0006,< LOD,  0.0014,Passed
5919,02-27-2006 17:44,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.7648,  0.9247,  4.1563,  0.1023, 22.6626,  0.0712,  0.0651,  0.0058,  6.3775,  0.0423,  1.1483,  0.0134,  6.2324,  0.0247,< LOD,  0.0038,< LOD,  0.0006,  0.0027,  0.0012,  0.0351,  0.0018,  1.6857,  0.0181,< LOD,  0.0009,< LOD,  0.0007,  0.0033,  0.0008,  0.0033,  0.0006,< LOD,  0.0003,< LOD,  0.0003,  0.0109,  0.0008,  0.0658,  0.0010,  0.0090,  0.0005,< LOD,  0.0018,< LOD,  0.0021,< LOD,  0.0014,< LOD,  0.0065,  0.2775,  0.0314,< LOD,  0.0009,< LOD,  0.0006,  0.0013,  0.0013,Passed
5920,02-27-2006 17:46,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.6219,  0.9284,  2.9460,  0.0919, 21.9416,  0.0699,  0.0582,  0.0053,  6.7448,  0.0435,  0.9814,  0.0123,  5.2866,  0.0226,< LOD,  0.0033,< LOD,  0.0006,  0.0021,  0.0012,  0.0063,  0.0015,  0.4723,  0.0095,< LOD,  0.0005,< LOD,  0.0006,  0.0013,  0.0007,  0.0017,  0.0005,< LOD,  0.0003,< LOD,  0.0003,  0.0123,  0.0009,  0.0315,  0.0008,  0.0045,  0.0004,< LOD,  0.0018,< LOD,  0.0020,< LOD,  0.0013,< LOD,  0.0065,  0.1272,  0.0304,< LOD,  0.0009,< LOD,  0.0006,  0.0014,  0.0013,Passed
5921,02-27-2006 17:47,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.4478,  0.8874,  4.2800,  0.1062, 21.9666,  0.0663,  0.0649,  0.0055,  6.1064,  0.0418,  2.0714,  0.0175,  5.2263,  0.0227,  0.0820,  0.0040,  0.0053,  0.0006,  0.0027,  0.0011,  0.0217,  0.0017,  1.3722,  0.0161,< LOD,  0.0011,  0.0006,  0.0006,  0.0025,  0.0007,  0.0030,  0.0006,  0.0004,  0.0004,< LOD,  0.0003,  0.0196,  0.0009,  0.0336,  0.0009,  0.0113,  0.0006,< LOD,  0.0020,< LOD,  0.0023,< LOD,  0.0015,< LOD,  0.0059,  0.1123,  0.0274,< LOD,  0.0008,< LOD,  0.0007,  0.0025,  0.0015,Passed
5922,02-27-2006 17:48,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  3.9683,  0.8994,< LOD,  0.0468, 14.8181,  0.0284,< LOD,  0.0026,  1.6922,  0.0255,  0.2178,  0.0060,  0.9172,  0.0094,< LOD,  0.0017,< LOD,  0.0005,< LOD,  0.0007,< LOD,  0.0007,  0.1750,  0.0050,< LOD,  0.0014,< LOD,  0.0004,< LOD,  0.0004,  0.0011,  0.0004,< LOD,  0.0006,< LOD,  0.0005,  0.0034,  0.0005,  0.0273,  0.0014,  0.0054,  0.0010,< LOD,  0.0044,< LOD,  0.0043,< LOD,  0.0027,< LOD,  0.0038,  0.0350,  0.0179,< LOD,  0.0006,< LOD,  0.0011,< LOD,  0.0027,Passed
5923,02-27-2006 17:49,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.8277,  0.7673,  3.2528,  0.1059, 25.4506,  0.0879,  0.0720,  0.0057,  0.9289,  0.0166,  1.4545,  0.0146,  5.0277,  0.0210,< LOD,  0.0033,< LOD,  0.0005,  0.0045,  0.0010,  0.0156,  0.0015,  1.1043,  0.0137,< LOD,  0.0007,< LOD,  0.0007,  0.0019,  0.0006,  0.0022,  0.0005,  0.0005,  0.0003,< LOD,  0.0003,  0.0118,  0.0008,  0.0306,  0.0007,  0.0096,  0.0005,< LOD,  0.0017,< LOD,  0.0019,< LOD,  0.0013,< LOD,  0.0067,  0.1657,  0.0279,< LOD,  0.0010,< LOD,  0.0005,< LOD,  0.0012,Passed
5924,02-27-2006 17:51,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  3.0449,  1.2124,  2.4692,  0.1014, 17.7642,  0.0622,  0.0531,  0.0056, 13.1727,  0.0656,  1.1993,  0.0139,  7.2514,  0.0281,< LOD,  0.0034,< LOD,  0.0007,< LOD,  0.0014,  0.0108,  0.0019,  0.7433,  0.0130,< LOD,  0.0006,< LOD,  0.0007,  0.0029,  0.0008,  0.0031,  0.0006,< LOD,  0.0003,< LOD,  0.0003,  0.0158,  0.0010,  0.0350,  0.0008,  0.0049,  0.0004,< LOD,  0.0016,< LOD,  0.0019,< LOD,  0.0012,  0.0083,  0.0069,  0.1213,  0.0363,< LOD,  0.0009,< LOD,  0.0005,< LOD,  0.0012,Passed
5925,02-27-2006 17:52,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.5654,  1.1193,  3.1147,  0.0807, 18.8820,  0.0530,  0.0575,  0.0055, 11.7545,  0.0603,  0.8923,  0.0118,  7.3520,  0.0278,< LOD,  0.0029,< LOD,  0.0006,< LOD,  0.0012,  0.0076,  0.0016,  0.6224,  0.0117,< LOD,  0.0007,  0.0009,  0.0006,  0.0012,  0.0007,  0.0014,  0.0005,< LOD,  0.0003,< LOD,  0.0003,  0.0121,  0.0009,  0.0525,  0.0010,  0.0047,  0.0004,< LOD,  0.0019,< LOD,  0.0022,< LOD,  0.0015,< LOD,  0.0062,  0.1148,  0.0320,  0.0009,  0.0007,< LOD,  0.0005,  0.0015,  0.0014,Passed
5926,02-27-2006 17:54,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.9772,  0.8688,  3.6725,  0.1144, 23.5822,  0.0805,  0.0368,  0.0053,  8.2996,  0.0470,  1.1869,  0.0140,  4.9644,  0.0221,< LOD,  0.0036,< LOD,  0.0006,< LOD,  0.0012,  0.0125,  0.0018,  1.3010,  0.0159,< LOD,  0.0008,  0.0008,  0.0007,  0.0023,  0.0007,  0.0021,  0.0005,  0.0005,  0.0003,< LOD,  0.0003,  0.0108,  0.0008,  0.0357,  0.0008,  0.0054,  0.0004,< LOD,  0.0017,< LOD,  0.0019,  0.0013,  0.0013,< LOD,  0.0066,  0.1559,  0.0312,< LOD,  0.0009,  0.0006,  0.0005,< LOD,  0.0012,Passed
5927,02-27-2006 17:55,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.6275,  0.7259,  4.3477,  0.1209, 23.9249,  0.0789,  0.0401,  0.0048,  2.2591,  0.0251,  1.4292,  0.0147,  3.5908,  0.0182,  0.0068,  0.0034,< LOD,  0.0005,< LOD,  0.0010,  0.0255,  0.0016,  1.1041,  0.0136,< LOD,  0.0008,  0.0013,  0.0007,  0.0024,  0.0007,  0.0033,  0.0006,< LOD,  0.0003,< LOD,  0.0003,  0.0138,  0.0009,  0.0417,  0.0008,  0.0126,  0.0006,< LOD,  0.0019,< LOD,  0.0020,< LOD,  0.0013,< LOD,  0.0066,  0.1654,  0.0286,< LOD,  0.0010,< LOD,  0.0006,< LOD,  0.0013,Passed
5928,02-27-2006 17:56,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  3.1399,  0.8534,  3.6150,  0.1150, 22.5875,  0.0776,  0.0768,  0.0055,  0.7348,  0.0161,  1.9615,  0.0166,  4.6647,  0.0205,< LOD,  0.0030,< LOD,  0.0006,< LOD,  0.0010,  0.0136,  0.0014,  0.7739,  0.0115,< LOD,  0.0006,< LOD,  0.0006,  0.0023,  0.0006,  0.0024,  0.0005,  0.0003,  0.0003,< LOD,  0.0003,  0.0160,  0.0009,  0.0414,  0.0008,  0.0110,  0.0006,< LOD,  0.0018,< LOD,  0.0019,< LOD,  0.0013,< LOD,  0.0066,  0.1726,  0.0293,< LOD,  0.0009,< LOD,  0.0005,< LOD,  0.0012,Passed
5929,02-27-2006 17:58,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.6647,  1.1946,  3.3273,  0.1196, 17.1800,  0.0651,  0.0633,  0.0058, 15.8125,  0.0728,  0.7088,  0.0113,  8.4180,  0.0310,< LOD,  0.0039,< LOD,  0.0007,  0.0024,  0.0015,  0.0159,  0.0020,  1.4771,  0.0189,< LOD,  0.0008,  0.0013,  0.0007,  0.0026,  0.0009,  0.0048,  0.0007,  0.0004,  0.0003,< LOD,  0.0003,  0.0111,  0.0010,  0.0533,  0.0010,  0.0074,  0.0004,< LOD,  0.0017,< LOD,  0.0021,< LOD,  0.0014,< LOD,  0.0067,  0.2282,  0.0368,< LOD,  0.0008,< LOD,  0.0006,< LOD,  0.0014,Passed
5930,02-27-2006 18:00,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.8663,  0.9608,  2.5570,  0.1151, 21.0500,  0.0784,  0.0278,  0.0049,  7.9894,  0.0484,  1.1521,  0.0137,  4.7839,  0.0219,  0.0675,  0.0038,  0.0035,  0.0006,< LOD,  0.0012,  0.0133,  0.0016,  1.2971,  0.0157,  0.0012,  0.0012,  0.0008,  0.0006,  0.0016,  0.0006,  0.0023,  0.0005,< LOD,  0.0003,< LOD,  0.0003,  0.0070,  0.0008,  0.0247,  0.0008,  0.0051,  0.0005,< LOD,  0.0021,  0.0027,  0.0023,  0.0024,  0.0015,< LOD,  0.0057,  0.0584,  0.0267,< LOD,  0.0008,< LOD,  0.0007,  0.0016,  0.0016,Passed
5931,02-27-2006 18:01,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  1.4702,  0.7454,  5.0881,  0.1505, 24.2042,  0.0903,  0.0457,  0.0058,  5.7327,  0.0402,  1.4748,  0.0162,  3.8844,  0.0198,  0.3626,  0.0061,  0.0105,  0.0006,  0.0074,  0.0013,  0.0430,  0.0021,  4.7033,  0.0291,< LOD,  0.0020,  0.0021,  0.0009,  0.0032,  0.0008,  0.0079,  0.0008,  0.0014,  0.0004,< LOD,  0.0004,  0.0152,  0.0009,  0.0247,  0.0008,  0.0483,  0.0009,< LOD,  0.0020,< LOD,  0.0023,< LOD,  0.0014,< LOD,  0.0057,  0.1377,  0.0246,< LOD,  0.0009,< LOD,  0.0007,  0.0032,  0.0016,Passed
5932,02-27-2006 18:02,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.2061,  0.8359,  3.8435,  0.1234, 21.6767,  0.0736,  0.0583,  0.0053,  4.4302,  0.0369,  1.1667,  0.0139,  3.0086,  0.0173,  0.2854,  0.0052,  0.0115,  0.0007,  0.0064,  0.0012,  0.0615,  0.0020,  3.1298,  0.0230,< LOD,  0.0020,  0.0011,  0.0008,  0.0027,  0.0008,  0.0088,  0.0009,  0.0015,  0.0005,< LOD,  0.0004,  0.0117,  0.0008,  0.0238,  0.0009,  0.0682,  0.0011,< LOD,  0.0023,< LOD,  0.0025,< LOD,  0.0015,< LOD,  0.0052,  0.0843,  0.0230,< LOD,  0.0009,< LOD,  0.0008,  0.0027,  0.0018,Passed
5933,02-27-2006 18:03,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.1620,  0.7058,  3.9840,  0.1172, 23.8346,  0.0765,  0.0147,  0.0037,  0.4746,  0.0130,  0.8821,  0.0116,  2.1161,  0.0136,  0.0152,  0.0029,< LOD,  0.0005,  0.0043,  0.0009,  0.0048,  0.0011,  0.6875,  0.0101,< LOD,  0.0009,  0.0012,  0.0006,  0.0015,  0.0005,  0.0022,  0.0005,< LOD,  0.0004,< LOD,  0.0003,  0.0088,  0.0007,  0.0466,  0.0010,  0.0083,  0.0007,< LOD,  0.0023,< LOD,  0.0023,< LOD,  0.0016,< LOD,  0.0054,  0.1047,  0.0229,< LOD,  0.0008,< LOD,  0.0007,< LOD,  0.0016,Passed
5934,02-27-2006 18:05,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.4908,  0.7613,  2.6347,  0.1097, 22.1289,  0.0738,  0.0122,  0.0033,  0.0491,  0.0081,  1.2072,  0.0132,  1.5400,  0.0117,< LOD,  0.0026,  0.0017,  0.0005,< LOD,  0.0008,  0.0085,  0.0010,  0.7351,  0.0103,< LOD,  0.0012,< LOD,  0.0005,  0.0005,  0.0004,  0.0024,  0.0005,< LOD,  0.0004,< LOD,  0.0004,  0.0085,  0.0007,  0.0327,  0.0010,  0.0077,  0.0007,< LOD,  0.0027,< LOD,  0.0026,  0.0018,  0.0017,< LOD,  0.0050,  0.0889,  0.0215,< LOD,  0.0008,< LOD,  0.0008,  0.0019,  0.0018,Passed
5935,02-27-2006 18:06,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.4885,  0.9862,  4.0732,  0.1080, 20.3231,  0.0646,  0.0632,  0.0058, 10.6693,  0.0575,  1.0161,  0.0130,  6.4031,  0.0261,  0.2279,  0.0054,  0.0091,  0.0007,  0.0040,  0.0013,  0.0496,  0.0021,  3.4440,  0.0268,< LOD,  0.0019,  0.0020,  0.0008,  0.0020,  0.0008,  0.0072,  0.0008,  0.0011,  0.0004,< LOD,  0.0004,  0.0119,  0.0009,  0.0374,  0.0010,  0.0393,  0.0008,< LOD,  0.0021,< LOD,  0.0026,< LOD,  0.0016,< LOD,  0.0054,  0.1012,  0.0265,< LOD,  0.0008,< LOD,  0.0008,  0.0024,  0.0018,Passed
5936,02-27-2006 18:07,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.2836,  1.3231,  3.0126,  0.0918, 15.2380,  0.0450,  0.0652,  0.0060, 19.5895,  0.0833,  0.4389,  0.0091, 10.2005,  0.0349,  0.0955,  0.0048,  0.0018,  0.0008,< LOD,  0.0016,  0.0174,  0.0021,  1.6714,  0.0208,< LOD,  0.0013,  0.0014,  0.0007,  0.0016,  0.0008,  0.0034,  0.0006,  0.0005,  0.0004,< LOD,  0.0004,  0.0110,  0.0009,  0.0580,  0.0013,  0.0073,  0.0004,< LOD,  0.0019,< LOD,  0.0026,< LOD,  0.0017,< LOD,  0.0056,  0.0894,  0.0319,< LOD,  0.0007,< LOD,  0.0007,< LOD,  0.0018,Passed
5937,02-27-2006 18:09,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,SPECTRUM,100.0,,0.0,,0.0,  2.1906,  0.8389,  3.3207,  0.1160, 22.5736,  0.0774,  0.0213,  0.0042,  4.8954,  0.0367,  1.2390,  0.0137,  3.4831,  0.0181,< LOD,  0.0027,< LOD,  0.0005,  0.0019,  0.0010,  0.0124,  0.0013,  0.6167,  0.0103,< LOD,  0.0008,< LOD,  0.0006,  0.0016,  0.0006,  0.0024,  0.0005,< LOD,  0.0003,< LOD,  0.0003,  0.0121,  0.0008,  0.0287,  0.0008,  0.0064,  0.0005,< LOD,  0.0022,< LOD,  0.0022,< LOD,  0.0015,< LOD,  0.0058,  0.1363,  0.0263,< LOD,  0.0008,< LOD,  0.0006,  0.0017,  0.0015,Passed
5938,02-27-2006 18:12,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  4.0814,  1.2609,  1.7345,  0.0854, 14.7850,  0.0485,  0.0563,  0.0054, 10.7217,  0.0625,  0.8319,  0.0114,  7.8539,  0.0293,  0.0666,  0.0046,< LOD,  0.0008,  0.0028,  0.0013,  0.0321,  0.0018,  1.6484,  0.0189,  0.0027,  0.0017,< LOD,  0.0006,  0.0019,  0.0008,  0.0021,  0.0006,  0.0009,  0.0004,< LOD,  0.0004,  0.0133,  0.0009,  0.0483,  0.0012,  0.0070,  0.0006,< LOD,  0.0023,< LOD,  0.0029,< LOD,  0.0018,< LOD,  0.0056,  0.2120,  0.0309,< LOD,  0.0007,< LOD,  0.0008,< LOD,  0.0018,Passed
5939,02-27-2006 18:14,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.9943,  1.0906,  3.6981,  0.1004, 20.9271,  0.0689,  0.0931,  0.0064, 10.7467,  0.0560,  1.4537,  0.0150,  8.2609,  0.0293,< LOD,  0.0036,< LOD,  0.0006,< LOD,  0.0014,  0.0160,  0.0019,  0.7203,  0.0127,< LOD,  0.0006,  0.0010,  0.0007,  0.0028,  0.0008,  0.0025,  0.0006,< LOD,  0.0003,< LOD,  0.0003,  0.0157,  0.0010,  0.0393,  0.0008,  0.0058,  0.0004,< LOD,  0.0016,< LOD,  0.0020,< LOD,  0.0013,< LOD,  0.0067,  0.2522,  0.0343,< LOD,  0.0008,< LOD,  0.0005,< LOD,  0.0013,Passed
5940,02-27-2006 18:15,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  2.3256,  0.7998,  4.1642,  0.0915, 21.6912,  0.0532,  0.0320,  0.0046,  3.1335,  0.0310,  0.8872,  0.0117,  2.4675,  0.0154,  0.1275,  0.0040,  0.0046,  0.0006,< LOD,  0.0011,  0.0247,  0.0016,  1.7705,  0.0169,< LOD,  0.0013,  0.0007,  0.0007,  0.0020,  0.0007,  0.0066,  0.0008,  0.0008,  0.0004,< LOD,  0.0003,  0.0106,  0.0008,  0.0215,  0.0007,  0.0409,  0.0008,< LOD,  0.0020,< LOD,  0.0021,< LOD,  0.0014,< LOD,  0.0055,  0.0766,  0.0236,< LOD,  0.0009,< LOD,  0.0007,  0.0017,  0.0015,Passed
5941,02-27-2006 18:16,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual, 60.0,,0.0,,0.0,,0.0,  3.3347,  0.9643,  3.1516,  0.0616, 18.8141,  0.0360,  0.0422,  0.0048,  5.4243,  0.0421,  0.4892,  0.0089,  3.9516,  0.0197,  0.0708,  0.0036,  0.0058,  0.0007,< LOD,  0.0012,  0.0233,  0.0016,  1.5159,  0.0164,< LOD,  0.0010,< LOD,  0.0007,  0.0019,  0.0007,  0.0063,  0.0008,  0.0004,  0.0003,< LOD,  0.0003,  0.0097,  0.0009,  0.0147,  0.0006,  0.0229,  0.0006,< LOD,  0.0018,< LOD,  0.0020,< LOD,  0.0013,< LOD,  0.0061,  0.0455,  0.0269,< LOD,  0.0009,< LOD,  0.0006,  0.0018,  0.0014,Passed
