Position,Bin_Number,Outlier,File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Cal Check
8,T3R2,0,5946,2/27/2006 18:22,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.4346,0.7942,4.2343,0.0914,21.8525,0.0554,0.0546,0.0052,2.6628,0.029,1.4382,0.0147,3.1723,0.0175,0.2012,0.0047,0.0084,0.0007,0.0015,0.0012,0.0357,0.0018,2.2293,0.0192,< LOD,0.0012,0.001,0.0007,0.0023,0.0007,0.007,0.0008,0.0007,0.0003,< LOD,0.0003,0.012,0.0009,0.0166,0.0006,0.0234,0.0006,< LOD,0.0019,< LOD,0.002,< LOD,0.0013,< LOD,0.0061,0.0679,0.026,< LOD,0.0009,< LOD,0.0006,0.0015,0.0013,Passed
9,T3R2,0,5947,2/27/2006 18:23,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.7267,0.9572,2.7133,0.0793,19.7187,0.0542,0.0474,0.0047,5.3924,0.0406,0.8979,0.0115,4.3966,0.0205,< LOD,0.0026,< LOD,0.0005,< LOD,0.001,0.0078,0.0013,0.5122,0.0096,< LOD,0.0008,0.0008,0.0006,0.001,0.0006,0.002,0.0005,< LOD,0.0004,< LOD,0.0003,0.0096,0.0008,0.0345,0.0009,0.0061,0.0006,< LOD,0.0022,< LOD,0.0024,< LOD,0.0015,< LOD,0.0056,0.0595,0.0262,< LOD,0.0008,< LOD,0.0007,< LOD,0.0016,Passed
1,T2R1,0,5948,2/27/2006 18:28,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.3468,0.9499,2.754,0.1128,20.7606,0.077,0.0565,0.0054,7.0392,0.0458,1.1233,0.0133,5.7407,0.024,0.0275,0.0037,< LOD,0.0006,0.0018,0.0012,0.0159,0.0016,1.5149,0.0172,< LOD,0.0011,0.0015,0.0007,0.0026,0.0007,0.0035,0.0006,0.0005,0.0004,< LOD,0.0003,0.0124,0.0009,0.0407,0.0009,0.008,0.0005,< LOD,0.002,< LOD,0.0023,< LOD,0.0014,< LOD,0.0062,0.1297,0.0291,< LOD,0.0009,< LOD,0.0007,0.0021,0.0015,Passed
2,T2R1,0,5949,2/27/2006 18:29,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.2331,0.8728,3.0666,0.1098,21.4758,0.0737,0.028,0.0045,3.5244,0.0321,1.4649,0.0146,4.3146,0.0201,0.0404,0.0034,0.0026,0.0006,< LOD,0.001,0.0045,0.0013,0.618,0.0104,< LOD,0.0009,0.0011,0.0006,0.0008,0.0006,0.002,0.0005,< LOD,0.0004,< LOD,0.0003,0.0101,0.0008,0.0508,0.0011,0.0082,0.0006,< LOD,0.0023,< LOD,0.0024,< LOD,0.0016,< LOD,0.0054,0.1041,0.0249,< LOD,0.0008,< LOD,0.0007,< LOD,0.0017,Passed
3,T2R1,0,5950,2/27/2006 18:30,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.8592,1.001,3.0474,0.0958,19.0863,0.0581,0.0524,0.0052,9.1486,0.0541,0.952,0.0124,5.1386,0.0231,0.0855,0.0042,0.0036,0.0007,< LOD,0.0012,0.0262,0.0018,2.5405,0.0223,< LOD,0.0015,0.0014,0.0007,0.0026,0.0008,0.0059,0.0008,0.0006,0.0004,< LOD,0.0004,0.0145,0.0009,0.0278,0.0009,0.0258,0.0007,< LOD,0.002,< LOD,0.0023,< LOD,0.0014,< LOD,0.0057,0.1337,0.0276,< LOD,0.0008,< LOD,0.0007,0.0025,0.0016,Passed
4,T2R1,0,5951,2/27/2006 18:32,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.6677,0.8095,4.335,0.1006,22.227,0.0606,0.0763,0.0057,3.5666,0.0331,1.6326,0.0158,3.0642,0.0173,0.2065,0.0048,0.0069,0.0006,0.0047,0.0012,0.0439,0.0018,3.3186,0.0236,< LOD,0.0016,0.0013,0.0008,0.0023,0.0007,0.0093,0.0009,0.0005,0.0004,< LOD,0.0003,0.0127,0.0008,0.0217,0.0007,0.0349,0.0008,< LOD,0.002,< LOD,0.0022,< LOD,0.0013,< LOD,0.0058,0.1186,0.0249,< LOD,0.0009,< LOD,0.0007,0.0033,0.0015,Passed
5,T2R1,0,5952,2/27/2006 18:33,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.6676,0.725,4.8826,0.1453,23.4275,0.085,0.0193,0.0039,0.8154,0.0162,1.1048,0.0133,2.4171,0.0148,0.0698,0.0035,0.0014,0.0005,0.002,0.0009,0.0143,0.0013,1.1175,0.013,< LOD,0.0012,0.0011,0.0007,0.0011,0.0005,0.0024,0.0005,< LOD,0.0004,< LOD,0.0003,0.0095,0.0007,0.0343,0.0009,0.0092,0.0006,< LOD,0.0023,< LOD,0.0023,< LOD,0.0016,< LOD,0.0054,0.1172,0.0228,< LOD,0.0008,< LOD,0.0006,< LOD,0.0015,Passed
6,T2R1,0,5953,2/27/2006 18:34,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.8247,0.9111,5.1501,0.148,20.9583,0.0765,0.0284,0.0049,4.8203,0.0385,1.6751,0.0163,3.7917,0.0194,0.062,0.0042,< LOD,0.0006,0.0014,0.0011,0.0349,0.0017,2.5558,0.0213,0.0019,0.0016,0.0016,0.0007,0.0015,0.0006,0.0033,0.0006,0.0005,0.0004,< LOD,0.0003,0.0154,0.0009,0.0404,0.0009,0.0071,0.0006,< LOD,0.0022,< LOD,0.0024,< LOD,0.0016,< LOD,0.0059,0.2423,0.0285,< LOD,0.0008,< LOD,0.0006,0.0019,0.0015,Passed
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,5954,2/27/2006 18:35,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual,1,,0,,0,,0,1.2467,0.0748,< LOD,0.012,< LOD,0.0015,< LOD,0.0033,0.0077,0.0047,< LOD,0.0026,0.0013,0.0013,0.0107,0.0059,0.0367,0.0068,0.0414,0.0068,< LOD,0.0186,< LOD,0.0177,< LOD,0.0103,< LOD,0.0307,0.2111,0.1591,0.0046,0.0038,0.0048,0.0041,< LOD,0.0126,Passed,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,T2R1,0,5955,2/27/2006 18:36,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.9525,0.9222,3.4479,0.1145,20.0669,0.0674,0.0483,0.0052,7.7374,0.0494,1.3308,0.0146,4.4134,0.0214,0.1975,0.005,0.0063,0.0007,0.0038,0.0012,0.0458,0.0019,3.2179,0.0247,< LOD,0.0017,< LOD,0.0007,0.0021,0.0008,0.007,0.0008,0.0011,0.0004,< LOD,0.0004,0.0147,0.0009,0.0326,0.0009,0.0331,0.0008,< LOD,0.0021,< LOD,0.0024,< LOD,0.0015,< LOD,0.0059,0.132,0.0279,< LOD,0.0008,< LOD,0.0007,< LOD,0.0016,Passed
8,T2R1,0,5956,2/27/2006 18:37,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,3.1337,0.9338,1.9207,0.0683,17.5609,0.0412,0.0364,0.0041,4.0272,0.0369,0.677,0.01,2.7186,0.0162,0.0779,0.0033,0.0048,0.0006,0.0019,0.001,0.0115,0.0012,1.2932,0.0145,0.0032,0.0028,0.0009,0.0006,0.0014,0.0006,0.0038,0.0006,< LOD,0.0007,< LOD,0.0006,0.0069,0.0007,0.0258,0.0013,0.055,0.0015,< LOD,0.0036,< LOD,0.0037,0.0023,0.0023,< LOD,0.0039,0.0355,0.0186,< LOD,0.0007,< LOD,0.0012,0.0043,0.0029,Passed
9,T2R1,0,5957,2/27/2006 18:38,Supervisor,ah3745,non-layered cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.6642,1.1656,2.2867,0.1074,18.1357,0.0693,0.0508,0.0056,12.1813,0.0632,0.9472,0.0126,7.3889,0.0284,0.1027,0.0047,0.0027,0.0008,< LOD,0.0015,0.0252,0.002,1.6249,0.0189,< LOD,0.0011,< LOD,0.0007,0.0022,0.0008,0.0027,0.0006,0.0006,0.0004,< LOD,0.0003,0.0099,0.0009,0.0389,0.001,0.0118,0.0005,< LOD,0.0019,< LOD,0.0023,0.0024,0.0014,< LOD,0.006,0.1022,0.0308,< LOD,0.0008,< LOD,0.0007,< LOD,0.0016,Passed
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,3/20/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,6086,3/20/2006 9:26,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,0.7429,0.3633,5.3995,0.1401,31.6459,0.102,0.0165,0.004,0.1078,0.0069,4.1617,0.0252,0.5918,0.008,0.1356,0.0042,0.0032,0.0003,0.0058,0.0009,0.109,0.0022,1.7361,0.0158,< LOD,0.0011,0.0056,0.0011,0.0236,0.0012,0.0763,0.0018,0.0077,0.001,< LOD,0.0003,0.0178,0.0007,0.0146,0.0006,0.0239,0.0007,< LOD,0.002,< LOD,0.002,< LOD,0.0013,0.0211,0.006,0.124,0.0205,< LOD,0.001,< LOD,0.0007,0.0864,0.0024,Passed
,,0,6087,3/20/2006 9:27,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,0.4368,0.3424,5.6222,0.142,32.0685,0.103,0.0134,0.004,0.0967,0.0066,4.1729,0.0252,0.5958,0.0079,0.1398,0.0042,0.0035,0.0003,0.0059,0.0009,0.1103,0.0022,1.7395,0.0159,< LOD,0.0011,0.0057,0.0011,0.0237,0.0012,0.0759,0.0018,0.0078,0.001,< LOD,0.0004,0.0178,0.0007,0.0149,0.0006,0.0245,0.0007,0.0045,0.0021,< LOD,0.0021,< LOD,0.0014,0.0132,0.0059,0.1228,0.0207,< LOD,0.001,< LOD,0.0007,0.0884,0.0025,Passed
,,0,6088,3/20/2006 9:37,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.0723,0.9308,2.5046,0.1025,20.0051,0.0679,0.0328,0.0046,5.1859,0.0399,0.634,0.0101,4.1203,0.02,< LOD,0.003,< LOD,0.0006,< LOD,0.001,0.0107,0.0014,0.8053,0.012,< LOD,0.0007,0.0009,0.0007,0.0015,0.0006,0.002,0.0006,< LOD,0.0003,< LOD,0.0003,0.0086,0.0009,0.0353,0.0008,0.008,0.0005,< LOD,0.0019,< LOD,0.002,< LOD,0.0013,< LOD,0.0065,0.1522,0.0299,< LOD,0.0009,< LOD,0.0006,< LOD,0.0013,Passed
,,0,6089,3/20/2006 9:38,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.6364,0.9437,2.587,0.1092,19.8456,0.0708,0.028,0.0049,5.6789,0.0421,0.927,0.0122,4.7037,0.0216,< LOD,0.0033,< LOD,0.0006,< LOD,0.0011,0.0121,0.0015,0.951,0.0133,< LOD,0.0007,0.0013,0.0007,0.0025,0.0007,0.0025,0.0006,< LOD,0.0003,< LOD,0.0003,0.012,0.001,0.039,0.0008,0.0084,0.0005,< LOD,0.0018,< LOD,0.002,< LOD,0.0013,< LOD,0.0069,0.1587,0.0328,< LOD,0.0009,< LOD,0.0005,< LOD,0.0013,Passed
,,0,6090,3/20/2006 9:40,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.7602,1.0572,0.6529,0.0689,15.5721,0.0436,0.0222,0.0038,5.1343,0.0423,0.3388,0.0074,3.1918,0.0177,< LOD,0.0023,< LOD,0.0006,< LOD,0.0009,0.0024,0.001,0.4471,0.0087,< LOD,0.0011,< LOD,0.0005,0.0008,0.0005,0.0015,0.0005,< LOD,0.0005,< LOD,0.0004,0.0052,0.0007,0.0388,0.0012,0.0046,0.0007,< LOD,0.0029,< LOD,0.0029,0.0028,0.0018,< LOD,0.0049,0.0822,0.0237,< LOD,0.0007,< LOD,0.0008,< LOD,0.002,Passed
,,0,6091,3/20/2006 9:41,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,3.3907,1.032,0.7248,0.0679,15.8838,0.0452,0.0232,0.004,5.4672,0.0435,0.3324,0.0074,3.4794,0.0184,< LOD,0.0023,< LOD,0.0006,< LOD,0.0009,0.0013,0.0011,0.4882,0.0092,< LOD,0.0012,< LOD,0.0005,< LOD,0.0005,0.0017,0.0005,< LOD,0.0005,< LOD,0.0004,0.0063,0.0007,0.0401,0.0012,0.0048,0.0007,< LOD,0.003,< LOD,0.0031,< LOD,0.0019,< LOD,0.0048,0.0909,0.0233,< LOD,0.0007,< LOD,0.0009,0.0031,0.002,Passed
,,0,6092,3/20/2006 9:43,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.211,0.8608,2.0659,0.0784,17.9441,0.0471,0.0496,0.0045,0.3271,0.0139,0.8864,0.0113,2.3808,0.0151,0.1418,0.0039,0.0077,0.0007,0.0013,0.001,0.0259,0.0014,2.1722,0.0182,< LOD,0.0024,0.0009,0.0007,0.0022,0.0006,0.0077,0.0008,0.0015,0.0005,< LOD,0.0005,0.0111,0.0008,0.023,0.001,0.0622,0.0013,< LOD,0.0028,< LOD,0.0029,< LOD,0.0017,< LOD,0.0049,0.0589,0.0206,< LOD,0.0008,< LOD,0.0009,0.0024,0.0022,Passed
,,0,6093,3/20/2006 9:44,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,3.3274,0.9451,1.6738,0.062,16.4717,0.0338,0.0389,0.0041,0.8227,0.019,0.6057,0.0094,2.4872,0.0153,0.061,0.0032,0.0026,0.0007,< LOD,0.001,0.0156,0.0012,1.2707,0.0139,< LOD,0.0024,0.001,0.0006,0.0014,0.0006,0.0057,0.0008,< LOD,0.0006,< LOD,0.0005,0.0085,0.0008,0.0214,0.0011,0.0649,0.0015,< LOD,0.0031,< LOD,0.0032,0.0027,0.002,0.0053,0.0042,0.0553,0.0189,< LOD,0.0008,< LOD,0.0011,0.0043,0.0026,Passed
,,0,6094,3/20/2006 9:45,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,3.6142,0.8214,2.2859,0.0838,19.1544,0.0512,0.0383,0.0039,0.6792,0.0167,0.8279,0.011,1.3598,0.0113,0.1471,0.0037,0.009,0.0006,0.0012,0.0009,0.0233,0.0012,1.5587,0.015,0.0029,0.0026,0.001,0.0006,0.0015,0.0006,0.006,0.0007,0.0018,0.0006,< LOD,0.0005,0.0077,0.0007,0.0258,0.0011,0.0479,0.0013,< LOD,0.0033,< LOD,0.0033,< LOD,0.002,< LOD,0.0044,0.0389,0.0182,< LOD,0.0007,< LOD,0.001,< LOD,0.0025,Passed
,,0,6095,3/20/2006 9:47,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.9706,0.8884,2.0157,0.0915,19.0917,0.058,0.0347,0.0041,1.7766,0.0248,0.802,0.0109,1.9681,0.0136,0.1105,0.0035,0.0082,0.0006,0.0055,0.001,0.0206,0.0013,1.638,0.0158,< LOD,0.002,0.0011,0.0006,0.0011,0.0005,0.0052,0.0007,0.0006,0.0005,< LOD,0.0004,0.0091,0.0008,0.0244,0.001,0.0354,0.0011,< LOD,0.0028,< LOD,0.0029,< LOD,0.0018,< LOD,0.0049,0.0492,0.0208,< LOD,0.0008,< LOD,0.0009,0.0026,0.0021,Passed
,,0,6096,3/20/2006 9:48,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.1639,1.1283,4.0461,0.1153,18.1029,0.0636,0.0751,0.0063,10.6831,0.0597,0.7267,0.0112,8.8292,0.0311,0.0149,0.0046,< LOD,0.0008,< LOD,0.0015,0.0269,0.0021,2.0452,0.0217,< LOD,0.0008,0.001,0.0008,0.002,0.0009,0.0036,0.0007,0.0004,0.0003,< LOD,0.0003,0.0153,0.0011,0.0397,0.0008,0.007,0.0004,< LOD,0.0014,< LOD,0.0019,< LOD,0.0012,< LOD,0.0075,0.2584,0.0387,< LOD,0.001,< LOD,0.0005,< LOD,0.0012,Passed
,,0,6097,3/20/2006 9:49,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.3403,1.1233,4.6188,0.1162,18.956,0.0644,0.0707,0.0063,11.1514,0.0599,0.993,0.0128,9.4131,0.0321,0.0743,0.0049,< LOD,0.0008,< LOD,0.0015,0.0263,0.0022,2.0137,0.0217,< LOD,0.0008,< LOD,0.0008,0.0024,0.0009,0.0041,0.0008,0.0004,0.0003,< LOD,0.0003,0.0211,0.0011,0.0378,0.0008,0.0072,0.0004,< LOD,0.0014,< LOD,0.0019,< LOD,0.0012,< LOD,0.0074,0.1981,0.0373,< LOD,0.0009,< LOD,0.0005,0.0014,0.0012,Passed
,,0,6098,3/20/2006 9:51,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,3.1137,1.1335,2.7187,0.1074,16.2374,0.0541,0.0369,0.005,10.5503,0.0606,0.7241,0.011,5.6847,0.0246,< LOD,0.0034,< LOD,0.0007,< LOD,0.0013,0.0104,0.0017,2.056,0.0206,< LOD,0.001,0.0013,0.0007,0.0027,0.0009,0.0042,0.0008,0.0006,0.0003,< LOD,0.0003,0.0139,0.0011,0.0427,0.0009,0.0054,0.0004,< LOD,0.0017,< LOD,0.002,< LOD,0.0012,< LOD,0.0069,0.1457,0.0337,< LOD,0.001,< LOD,0.0006,< LOD,0.0014,Passed
,,0,6099,3/20/2006 9:52,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.1146,1.0854,3.7529,0.1259,17.7515,0.063,0.0378,0.0052,9.4837,0.0561,0.9927,0.0128,5.4464,0.024,0.0126,0.0037,< LOD,0.0007,0.0019,0.0014,0.012,0.0017,1.4143,0.0169,< LOD,0.0009,< LOD,0.0007,0.002,0.0008,0.0027,0.0006,0.0006,0.0003,< LOD,0.0003,0.0161,0.001,0.051,0.001,0.0071,0.0005,< LOD,0.0019,< LOD,0.0021,< LOD,0.0014,< LOD,0.0064,0.1793,0.0324,< LOD,0.0009,< LOD,0.0006,< LOD,0.0015,Passed
,,0,6100,3/20/2006 9:54,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.5136,0.9687,2.8033,0.1161,19.8447,0.0729,0.0522,0.0054,7.2833,0.0484,1.3112,0.0146,4.9128,0.0226,0.2341,0.0053,0.0087,0.0007,0.0019,0.0013,0.0465,0.002,3.5375,0.0261,< LOD,0.0016,< LOD,0.0008,0.0037,0.0009,0.0091,0.0009,0.0008,0.0004,< LOD,0.0004,0.0155,0.001,0.0225,0.0008,0.0387,0.0008,< LOD,0.0018,< LOD,0.0022,0.0017,0.0013,< LOD,0.006,0.1072,0.028,< LOD,0.0009,< LOD,0.0007,0.0017,0.0016,Passed
,,0,6101,3/20/2006 9:55,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.0074,0.9904,3.2151,0.1254,19.9297,0.0755,0.0565,0.0057,7.8732,0.0505,1.5599,0.016,5.3399,0.0238,0.2467,0.0055,0.0091,0.0008,0.005,0.0014,0.049,0.0021,3.9584,0.028,0.0017,0.0016,0.0012,0.0008,0.004,0.0009,0.0096,0.001,0.0015,0.0004,< LOD,0.0004,0.0176,0.001,0.0233,0.0007,0.0405,0.0007,< LOD,0.0018,< LOD,0.0021,< LOD,0.0012,< LOD,0.0065,0.1201,0.0301,< LOD,0.0009,< LOD,0.0006,< LOD,0.0015,Passed
,,0,6102,3/20/2006 9:56,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.4521,0.6774,4.9315,0.1351,24.8145,0.0856,0.0837,0.006,1.4726,0.0209,1.8825,0.017,3.6856,0.0186,0.2981,0.0053,0.011,0.0006,0.0068,0.0011,0.0439,0.0018,3.7123,0.0249,< LOD,0.0018,0.0012,0.0009,0.0026,0.0007,0.0073,0.0008,0.0013,0.0004,< LOD,0.0004,0.0154,0.0008,0.0259,0.0008,0.061,0.001,< LOD,0.002,< LOD,0.0023,< LOD,0.0015,< LOD,0.0059,0.0925,0.0245,< LOD,0.0009,< LOD,0.0007,0.003,0.0016,Passed
,,0,6103,3/20/2006 9:58,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.9977,0.7867,3.6625,0.1238,22.1454,0.0791,0.0716,0.0054,1.2021,0.0202,1.0953,0.0131,3.8078,0.0189,0.2195,0.0047,0.0103,0.0006,0.0096,0.0011,0.0335,0.0016,3.2934,0.0233,< LOD,0.0019,0.0014,0.0008,0.0029,0.0007,0.0073,0.0008,0.001,0.0004,< LOD,0.0004,0.012,0.0008,0.0257,0.0008,0.0552,0.001,< LOD,0.0021,< LOD,0.0024,< LOD,0.0015,< LOD,0.0058,0.0956,0.0239,< LOD,0.0009,< LOD,0.0007,0.0025,0.0017,Passed
,,0,6104,3/20/2006 9:59,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.7253,0.8842,3.4361,0.1146,21.3569,0.0717,0.05,0.0048,3.5362,0.0323,1.2244,0.0135,3.6702,0.0185,< LOD,0.0029,< LOD,0.0005,0.0053,0.001,0.009,0.0013,0.7829,0.0115,< LOD,0.0009,0.0007,0.0006,0.0014,0.0006,0.0018,0.0005,< LOD,0.0004,< LOD,0.0003,0.0115,0.0008,0.0363,0.0009,0.0086,0.0006,< LOD,0.0022,< LOD,0.0023,< LOD,0.0015,< LOD,0.0057,0.1297,0.0257,< LOD,0.0009,< LOD,0.0007,< LOD,0.0015,Passed
,,0,6105,3/20/2006 10:01,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.9314,0.867,3.0713,0.11,19.6941,0.0631,0.0302,0.0041,2.675,0.0293,0.8925,0.0116,2.6803,0.0159,< LOD,0.0027,< LOD,0.0005,< LOD,0.001,0.0051,0.0012,0.8177,0.0115,< LOD,0.001,0.0011,0.0006,0.0009,0.0005,0.0016,0.0005,< LOD,0.0004,< LOD,0.0004,0.0084,0.0008,0.0375,0.001,0.0089,0.0007,< LOD,0.0025,< LOD,0.0025,< LOD,0.0016,< LOD,0.0055,0.0888,0.0249,< LOD,0.0008,< LOD,0.0007,0.0019,0.0017,Passed
,,0,6106,3/20/2006 10:05,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.3733,1.3485,1.9253,0.0804,14.6702,0.0447,0.052,0.0056,16.8174,0.0777,0.4201,0.0087,9.3245,0.0329,< LOD,0.0036,< LOD,0.0007,< LOD,0.0015,0.0147,0.0019,1.2016,0.0174,< LOD,0.0008,0.001,0.0007,0.0034,0.001,0.0039,0.0007,< LOD,0.0003,< LOD,0.0003,0.0147,0.0011,0.0357,0.0009,0.0059,0.0004,< LOD,0.0016,< LOD,0.0021,< LOD,0.0013,< LOD,0.0071,0.1906,0.0402,< LOD,0.0008,0.0006,0.0006,< LOD,0.0014,Passed
,,0,6107,3/20/2006 10:06,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.5098,1.4313,1.8756,0.0835,14.0494,0.0463,0.0688,0.006,19.4158,0.0844,0.5471,0.0099,10.8628,0.0363,< LOD,0.0038,< LOD,0.0008,< LOD,0.0016,0.019,0.0021,1.1623,0.0176,< LOD,0.0008,0.0008,0.0007,0.003,0.001,0.004,0.0007,0.0005,0.0003,< LOD,0.0003,0.014,0.0011,0.0381,0.001,0.004,0.0003,< LOD,0.0016,< LOD,0.0022,0.0018,0.0014,< LOD,0.0066,0.168,0.0371,< LOD,0.0008,< LOD,0.0007,< LOD,0.0015,Passed
,,0,6108,3/20/2006 10:07,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.1589,1.1527,4.0147,0.1074,18.4606,0.0627,0.0656,0.0062,12.4366,0.0634,0.7456,0.0112,9.7504,0.0328,0.0116,0.0043,< LOD,0.0007,0.0048,0.0015,0.0153,0.002,1.7198,0.0203,< LOD,0.0008,0.0015,0.0008,0.0028,0.0009,0.0022,0.0006,< LOD,0.0003,< LOD,0.0003,0.0122,0.001,0.0465,0.0009,0.0057,0.0004,< LOD,0.0015,< LOD,0.002,< LOD,0.0013,0.0103,0.0071,0.1948,0.0359,< LOD,0.0008,< LOD,0.0006,0.0014,0.0013,Passed
,,0,6109,3/20/2006 10:09,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.0083,1.1404,2.9938,0.1046,17.984,0.0635,0.0511,0.0056,10.653,0.0591,0.7729,0.0113,7.9795,0.0293,< LOD,0.0035,< LOD,0.0007,0.0049,0.0015,0.0135,0.0018,1.2695,0.0168,< LOD,0.0008,< LOD,0.0007,0.0026,0.0008,0.0033,0.0007,< LOD,0.0003,< LOD,0.0003,0.0114,0.001,0.04,0.0008,0.0073,0.0004,< LOD,0.0016,< LOD,0.002,< LOD,0.0013,< LOD,0.0071,0.1554,0.0357,< LOD,0.0009,< LOD,0.0006,< LOD,0.0013,Passed
,,0,6110,3/20/2006 10:10,Supervisor,ah3745,biocrust,t28,b4,soil,Soil,SoilNCDual,60,SPECTRUM,100,,0,,0,3.2148,0.9924,4.5902,0.1174,19.2977,0.0621,0.0813,0.0061,4.3111,0.0376,1.0132,0.0125,6.4129,0.0251,0.0399,0.0042,< LOD,0.0007,< LOD,0.0012,0.026,0.0017,1.6178,0.0175,< LOD,0.0012,< LOD,0.0007,0.0018,0.0007,0.0045,0.0007,< LOD,0.0004,< LOD,0.0003,0.0214,0.001,0.0455,0.001,0.0184,0.0007,< LOD,0.0019,< LOD,0.0023,< LOD,0.0015,< LOD,0.0062,0.1907,0.029,< LOD,0.0009,< LOD,0.0007,0.0017,0.0015,Passed
